MaLead,SoDienThoai,HoTen,NgayTiepNhan,MaChienDich,MaBaiViet,SanPham,Vung,ChiNhanh,NhuCau,TrangThai,PhanLoai,GiaoDichVien
BRC-01145,0916171639,Khách hàng 1145,05/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,Mới,Ưu tiên thấp,GDV-026
BRC-01660,0984255059,Khách hàng 1660,05/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,So sánh sản phẩm,Mới,Cần nuôi,GDV-055
BRC-01135,0973184957,Khách hàng 1135,05/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,Đang liên hệ,Ấm,GDV-056
BRC-01945,0934442896,Khách hàng 1945,05/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hải Phòng,So sánh sản phẩm,Chuyển hồ sơ,Ưu tiên thấp,GDV-008
BRC-01613,0909874684,Khách hàng 1613,06/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Mở mới,Mới,Nóng,GDV-002
BRC-01803,0983359420,Khách hàng 1803,06/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Đà Nẵng,Mở mới,Đã tư vấn,Ưu tiên thấp,GDV-052
BRC-01946,0938696417,Khách hàng 1946,06/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,So sánh sản phẩm,Đang liên hệ,Ấm,GDV-058
BRC-01549,0911912025,Khách hàng 1549,06/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Đà Nẵng,So sánh sản phẩm,Đã tư vấn,Cần nuôi,GDV-010
BRC-01628,0910525935,Khách hàng 1628,06/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Nha Trang,Hỗ trợ hồ sơ,Đang liên hệ,Ấm,GDV-030
BRC-01911,0999547899,Khách hàng 1911,06/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Đà Nẵng,Mở mới,Đang liên hệ,Ấm,GDV-040
BRC-01540,0938615550,Khách hàng 1540,07/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hải Phòng,So sánh sản phẩm,Đang liên hệ,Cần nuôi,GDV-007
BRC-01546,0972181934,Khách hàng 1546,07/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,Đang liên hệ,Nóng,GDV-004
BRC-01615,0911349960,Khách hàng 1615,07/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,Thành công,Ưu tiên thấp,GDV-041
BRC-01411,0949685776,Khách hàng 1411,07/02/2026,CMP-2026-Q1,,Tài khoản lương,Miền Trung,CN Nha Trang,Mở mới,Thành công,Ưu tiên thấp,GDV-048
BRC-01539,0957751074,Khách hàng 1539,07/02/2026,CMP-2026-Q1,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,Mới,Ấm,GDV-003
BRC-01452,0964600213,Khách hàng 1452,08/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Thành công,Ưu tiên thấp,GDV-049
BRC-01516,0921979271,Khách hàng 1516,08/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,Thành công,Ưu tiên thấp,GDV-048
BRC-01836,0963820454,Khách hàng 1836,08/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Mới,Ấm,GDV-037
BRC-01887,0975985215,Khách hàng 1887,08/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hải Phòng,So sánh sản phẩm,Chuyển hồ sơ,Ấm,GDV-042
BRC-01708,0959474430,Khách hàng 1708,08/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,So sánh sản phẩm,Đang liên hệ,Cần nuôi,GDV-039
BRC-01097,0920227086,Khách hàng 1097,09/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hải Phòng,Hỏi ưu đãi,Đang liên hệ,Nóng,GDV-026
BRC-01921,0936290562,Khách hàng 1921,09/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Thành công,Cần nuôi,GDV-041
BRC-01238,0977787186,Khách hàng 1238,09/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Thành công,Ấm,GDV-002
BRC-01577,0917926304,Khách hàng 1577,09/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Đà Nẵng,So sánh sản phẩm,Đã tư vấn,Ưu tiên thấp,GDV-042
BRC-01920,0932662979,Khách hàng 1920,09/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,Đang liên hệ,Cần nuôi,GDV-051
BRC-01598,0963350504,Khách hàng 1598,09/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,Thành công,Cần nuôi,GDV-034
BRC-01617,0910559953,Khách hàng 1617,10/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Mở mới,Chuyển hồ sơ,Ấm,GDV-033
BRC-01257,0990455809,Khách hàng 1257,10/02/2026,CMP-2026-Q1,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Hỏi ưu đãi,Không liên hệ được,Ấm,GDV-002
BRC-05549,0960718324,Khách hàng 0076,10/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,Đang liên hệ,Cần nuôi,GDV-036
BRC-01845,0976215054,Khách hàng 1845,11/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Hỏi ưu đãi,Mới,Ưu tiên thấp,GDV-043
BRC-01759,0910629904,Khách hàng 1759,11/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Đà Nẵng,Hỏi ưu đãi,Không liên hệ được,Ấm,GDV-056
BRC-01393,0967934215,Khách hàng 1393,11/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Không liên hệ được,Cần nuôi,GDV-054
BRC-01984,0968797128,Khách hàng 1984,11/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,Đã tư vấn,Ưu tiên thấp,GDV-052
BRC-01875,0950752589,Khách hàng 1875,12/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Nha Trang,Mở mới,Đang liên hệ,Ấm,GDV-017
BRC-01304,0942769432,Khách hàng 1304,12/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,Mới,Cần nuôi,GDV-006
BRC-01223,0990125181,Khách hàng 1223,12/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Đã tư vấn,Cần nuôi,GDV-009
BRC-01447,0999721866,Khách hàng 1447,13/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Thành công,Cần nuôi,GDV-011
BRC-01893,0967272287,Khách hàng 1893,13/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Chuyển hồ sơ,Cần nuôi,GDV-047
BRC-01386,0940197103,Khách hàng 1386,13/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,Không liên hệ được,Nóng,GDV-015
BRC-01716,0907692304,Khách hàng 1716,14/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,Đang liên hệ,Ưu tiên thấp,GDV-059
BRC-01181,0918162633,Khách hàng 1181,14/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,Chuyển hồ sơ,Nóng,GDV-047
BRC-01731,0954709064,Khách hàng 1731,14/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,Không liên hệ được,Ưu tiên thấp,GDV-059
BRC-01170,0954453494,Khách hàng 1170,14/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Mới,Ưu tiên thấp,GDV-005
BRC-01091,0924625337,Khách hàng 1091,14/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,Đang liên hệ,Ấm,GDV-045
BRC-01103,0954915441,Khách hàng 1103,14/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Hỏi ưu đãi,Không liên hệ được,Ấm,GDV-012
BRC-01265,0965855210,Khách hàng 1265,14/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hải Phòng,Hỗ trợ hồ sơ,Đã tư vấn,Cần nuôi,GDV-004
BRC-01098,0956572408,Khách hàng 1098,15/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Mới,Ưu tiên thấp,GDV-026
BRC-01584,0988222113,Khách hàng 1584,15/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,Đang liên hệ,Nóng,GDV-021
BRC-01232,0933455194,Khách hàng 1232,16/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Mở mới,Không liên hệ được,Nóng,GDV-051
BRC-01603,0997720630,Khách hàng 1603,16/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,So sánh sản phẩm,Đang liên hệ,Ấm,GDV-017
BRC-01316,0941745381,Khách hàng 1316,16/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,Mới,Cần nuôi,GDV-015
BRC-01756,0981289214,Khách hàng 1756,16/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Mới,Nóng,GDV-029
BRC-01515,0913022938,Khách hàng 1515,17/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Mở mới,Chuyển hồ sơ,Ấm,GDV-049
BRC-01309,0965932629,Khách hàng 1309,17/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Chuyển hồ sơ,Ấm,GDV-052
BRC-01389,0954019437,Khách hàng 1389,17/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,Đã tư vấn,Cần nuôi,GDV-007
BRC-01449,0980544656,Khách hàng 1449,18/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Cầu Giấy,So sánh sản phẩm,Không liên hệ được,Ấm,GDV-034
BRC-01900,0918166290,Khách hàng 1900,18/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,Đang liên hệ,Ưu tiên thấp,GDV-005
BRC-01704,0942755973,Khách hàng 1704,18/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,So sánh sản phẩm,Không liên hệ được,Ưu tiên thấp,GDV-048
BRC-01477,0963211167,Khách hàng 1477,18/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Nha Trang,So sánh sản phẩm,Đang liên hệ,Ấm,GDV-030
BRC-01583,0959082687,Khách hàng 1583,18/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Không liên hệ được,Ấm,GDV-047
BRC-01605,0989494165,Khách hàng 1605,18/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Nha Trang,Mở mới,Thành công,Cần nuôi,GDV-026
BRC-01498,0918992448,Khách hàng 1498,18/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Thành công,Ưu tiên thấp,GDV-028
BRC-01702,0957597800,Khách hàng 1702,18/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,Thành công,Cần nuôi,GDV-029
BRC-01977,0980633016,Khách hàng 1977,19/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Bắc Ninh,Mở mới,Đang liên hệ,Ấm,GDV-059
BRC-01800,0968024295,Khách hàng 1800,19/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Đang liên hệ,Ưu tiên thấp,GDV-059
BRC-01401,0953138196,Khách hàng 1401,19/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,Mới,Ấm,GDV-046
BRC-05573,0982586900,Khách hàng 1847,20/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,Đang liên hệ,Ưu tiên thấp,GDV-016
BRC-01654,0967742098,Khách hàng 1654,20/02/2026,CMP-2026-Q1,,Tài khoản lương,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,Thành công,Nóng,GDV-052
BRC-01808,0907056697,Khách hàng 1808,20/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hải Phòng,Hỗ trợ hồ sơ,Đã tư vấn,Nóng,GDV-012
BRC-01936,0989189666,Khách hàng 1936,20/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hải Phòng,Mở mới,Mới,Cần nuôi,GDV-022
BRC-02001,0962987055,Khách hàng 2001,20/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Đang liên hệ,Ấm,GDV-008
BRC-01969,0970877945,Khách hàng 1969,20/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Mới,Cần nuôi,GDV-052
BRC-01864,0978620174,Khách hàng 1864,20/02/2026,CMP-2026-Q1,,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Hỗ trợ hồ sơ,Thành công,Ấm,GDV-014
BRC-01293,0973321598,Khách hàng 1293,20/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Mới,Cần nuôi,GDV-055
BRC-01751,0935939836,Khách hàng 1751,21/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,Chuyển hồ sơ,Nóng,GDV-025
BRC-01840,0976546913,Khách hàng 1840,21/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Mới,Ưu tiên thấp,GDV-058
BRC-01350,0945188596,Khách hàng 1350,21/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Mở mới,Đang liên hệ,Ưu tiên thấp,GDV-006
BRC-01908,0904570055,Khách hàng 1908,22/02/2026,CMP-2026-Q1,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Mở mới,Đang liên hệ,Cần nuôi,GDV-020
BRC-01206,0901491679,Khách hàng 1206,22/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Nha Trang,Mở mới,Đang liên hệ,Ưu tiên thấp,GDV-018
BRC-01463,0976255625,Khách hàng 1463,22/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Đang liên hệ,Ấm,GDV-047
BRC-01706,0900385557,Khách hàng 1706,22/02/2026,CMP-2026-Q1,,App số & Tiết kiệm online,Miền Trung,CN Nha Trang,Tư vấn sản phẩm,Thành công,Ấm,GDV-024
BRC-01297,0995214070,Khách hàng 1297,23/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Ba Đình,Hỗ trợ hồ sơ,Mới,Cần nuôi,GDV-006
BRC-01414,0969516520,Khách hàng 1414,23/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Hỏi ưu đãi,Mới,Cần nuôi,GDV-038
BRC-01247,0944185058,Khách hàng 1247,23/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Đang liên hệ,Nóng,GDV-009
BRC-01526,0905691561,Khách hàng 1526,24/02/2026,CMP-2026-Q1,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Mở mới,Mới,Cần nuôi,GDV-015
BRC-01450,0918916872,Khách hàng 1450,24/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Không liên hệ được,Ấm,GDV-048
BRC-01968,0997573988,Khách hàng 1968,24/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Đang liên hệ,Ưu tiên thấp,GDV-055
BRC-01543,0941626075,Khách hàng 1543,24/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Đã tư vấn,Cần nuôi,GDV-001
BRC-01120,0945670132,Khách hàng 1120,24/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Đà Nẵng,Mở mới,Đang liên hệ,Cần nuôi,GDV-049
BRC-01700,0981492822,Khách hàng 1700,24/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,Đang liên hệ,Cần nuôi,GDV-015
BRC-01891,0912021938,Khách hàng 1891,25/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,Đã tư vấn,Ưu tiên thấp,GDV-052
BRC-01481,0982661057,Khách hàng 1481,25/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Chuyển hồ sơ,Nóng,GDV-022
BRC-01354,0996456226,Khách hàng 1354,25/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Mới,Nóng,GDV-042
BRC-01988,0993055073,Khách hàng 1988,25/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hải Phòng,Mở mới,Thành công,Nóng,GDV-027
BRC-01100,0911964570,Khách hàng 1100,25/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Mở mới,Mới,Ưu tiên thấp,GDV-020
BRC-01954,0926280313,Khách hàng 1954,26/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Đang liên hệ,Cần nuôi,GDV-001
BRC-01827,0988369506,Khách hàng 1827,26/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Đà Nẵng,Mở mới,Không liên hệ được,Ấm,GDV-052
BRC-01619,0930741114,Khách hàng 1619,27/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Hỏi ưu đãi,Mới,Ấm,GDV-026
BRC-01602,0922389959,Khách hàng 1602,27/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Mở mới,Mới,Ấm,GDV-042
BRC-01175,0948395837,Khách hàng 1175,27/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Thành công,Nóng,GDV-047
BRC-05490,0977652596,Khách hàng 0108,27/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hải Phòng,So sánh sản phẩm,Đang liên hệ,Cần nuôi,GDV-026
BRC-01199,0950386435,Khách hàng 1199,27/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Chuyển hồ sơ,Ưu tiên thấp,GDV-015
BRC-01653,0959307985,Khách hàng 1653,28/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,So sánh sản phẩm,Đã tư vấn,Cần nuôi,GDV-009
BRC-01419,0992724140,Khách hàng 1419,28/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Đà Nẵng,So sánh sản phẩm,Mới,Ấm,GDV-021
BRC-01362,0934814361,Khách hàng 1362,28/02/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,Đang liên hệ,Ưu tiên thấp,GDV-020
BRC-01178,0900945274,Khách hàng 1178,01/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,Đang liên hệ,Nóng,GDV-022
BRC-02000,0902928874,Khách hàng 2000,01/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Không liên hệ được,Nóng,GDV-050
BRC-01854,0927050009,Khách hàng 1854,01/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Mở mới,Mới,Ưu tiên thấp,GDV-057
BRC-01485,0997665719,Khách hàng 1485,01/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Bắc Ninh,Hỗ trợ hồ sơ,Đã tư vấn,Nóng,GDV-043
BRC-01930,0967636375,Khách hàng 1930,02/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Huế,Hỗ trợ hồ sơ,Chuyển hồ sơ,Ưu tiên thấp,GDV-024
BRC-01931,0986287693,Khách hàng 1931,02/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Hỏi ưu đãi,Đang liên hệ,Ấm,GDV-040
BRC-01466,0912683558,Khách hàng 1466,02/03/2026,CMP-2026-Q1,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Chuyển hồ sơ,Nóng,GDV-036
BRC-01433,0999707976,Khách hàng 1433,03/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Mở mới,Mới,Ấm,GDV-020
BRC-01355,0933068331,Khách hàng 1355,03/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Bắc Ninh,Hỗ trợ hồ sơ,Chuyển hồ sơ,Cần nuôi,GDV-008
BRC-01569,0987998032,Khách hàng 1569,03/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Đã tư vấn,Cần nuôi,GDV-027
BRC-01504,0960256558,Khách hàng 1504,03/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Chuyển hồ sơ,Nóng,GDV-055
BRC-01644,0971132470,Khách hàng 1644,03/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Huế,So sánh sản phẩm,Đang liên hệ,Ưu tiên thấp,GDV-001
BRC-01240,0962773211,Khách hàng 1240,04/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Hỗ trợ hồ sơ,Mới,Ấm,GDV-048
BRC-01986,0987519869,Khách hàng 1986,04/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,Đang liên hệ,Ấm,GDV-003
BRC-01789,0965129562,Khách hàng 1789,04/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Không liên hệ được,Ấm,GDV-021
BRC-01755,0953322803,Khách hàng 1755,04/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Đang liên hệ,Ấm,GDV-053
BRC-01872,0982974058,Khách hàng 1872,04/03/2026,CMP-2026-Q1,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,So sánh sản phẩm,Thành công,Ấm,GDV-050
BRC-05655,0938362211,Khách hàng 1402,04/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,Chuyển hồ sơ,Nóng,GDV-055
BRC-01336,0964768544,Khách hàng 1336,04/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,So sánh sản phẩm,Đang liên hệ,Cần nuôi,GDV-059
BRC-01347,0917406301,Khách hàng 1347,05/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Mở mới,Đang liên hệ,Cần nuôi,GDV-058
BRC-01544,0989481532,Khách hàng 1544,05/03/2026,CMP-2026-Q1,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Bắc Ninh,Mở mới,Đã tư vấn,Ấm,GDV-032
